公园名称,公园位置,POI类别,POI名称,POI地址,POI位置,POI电话,POI评分,POI距离
桂花公园,"113.003829,28.171153",住宿,明园招待所,桂花路72号(桂花公园地铁站2号口步行80米),"113.002956,28.170346",13973171505,[],124
桂花公园,"113.003829,28.171153",住宿,全季酒店(长沙东塘店),曙光中路298号(地铁3号线桂花公园站4号口出),"113.000439,28.171382",0731-82898887,4.7,333
桂花公园,"113.003829,28.171153",住宿,无限风光酒店(长沙桂花公园地铁站店),曙光中路349号(桂花公园地铁站1号口旁),"113.001417,28.170283",0731-81868877;18108477766,4.4,255
桂花公园,"113.003829,28.171153",住宿,世锦风尚酒店(桂花公园地铁站店),曙光中路345-1号,"113.001265,28.171903",0731-88530058,4.2,265
桂花公园,"113.003829,28.171153",住宿,拉菲大酒店,桂花路34号(桂花公园地铁站2号口旁),"113.002427,28.170098",0731-89751916;0731-89751919,[],180
桂花公园,"113.003829,28.171153",住宿,长沙赛维时尚酒店(桂花公园地铁站店),桂花路270号(桂花公园斜对面),"113.006608,28.170068",0731-82600899,4.7,298
桂花公园,"113.003829,28.171153",住宿,房东哈哈哥公寓(桂花路分店),桂花路丹桂雅苑(桂花公园地铁站3号口步行400米),"113.005579,28.170827","+862126137886,17761087#;010-56320606,17761087",[],175
桂花公园,"113.003829,28.171153",住宿,栖子公寓,赤岗巷与桂花路交叉口西南40米,"113.002825,28.170225",[],[],142
桂花公园,"113.003829,28.171153",住宿,新民精选酒店(长沙移民大厦桂花公园地铁站),曙光中路391号湖南移民大厦,"113.002283,28.169096",0731-81850699,4.3,274
桂花公园,"113.003829,28.171153",住宿,小洋子桂花公园地铁站店公寓(赤岗巷分店),赤岗巷湖南移民大厦(桂花公园地铁站1号口步行140米),"113.002359,28.169133","+861056320612,17167987;010-56320606,17167987",4.4,267
桂花公园,"113.003829,28.171153",住宿,骏怡精选酒店(长沙曙光路移民大厦店)(原新移民酒店),曙光中路391号湖南移民大厦F1层,"113.002338,28.169064",0731-81850677,3.6,274
桂花公园,"113.003829,28.171153",住宿,青青果民宿酒店(长沙桂花公园地铁站),左家塘街道曙光中路298号长方天翼未来城8栋2303,"113.000382,28.171460",13327219583,4.7,339
桂花公园,"113.003829,28.171153",住宿,金叶神农大酒店,曙光中路248号(桂花公园地铁站4号口步行300米),"113.001134,28.173946",0731-85838888,4.6,408
桂花公园,"113.003829,28.171153",住宿,长沙赛峰电竞酒店(长沙桂花公园地铁站店),曙光中路298号长房天翼未来城8栋9楼,"113.000287,28.171370",19313038490,4.7,348
桂花公园,"113.003829,28.171153",住宿,湘诚宾馆,阿弥岭路108号(阿弥岭地铁站3A口步行390米),"113.006669,28.173390",18163708966;19529883298,3.6,373
桂花公园,"113.003829,28.171153",住宿,长沙英豪家庭旅馆,桂花路298号华达家园2栋3单元,"113.007019,28.169889",15802511454,4.4,343
桂花公园,"113.003829,28.171153",住宿,长沙皇圣臻品酒店(五一广场桂花公园地铁站店),桂花路356号,"113.008619,28.169834",18008405144,4.7,492
桂花公园,"113.003829,28.171153",住宿,森众之家,阿弥岭路与桂花路交叉口北80米,"113.006652,28.171068",[],[],277
桂花公园,"113.003829,28.171153",住宿,朴宿酒店,桂花公园路凯轩云顶小区公寓1栋10楼,"113.007855,28.169894",15116154601;17752857108,4.1,419
桂花公园,"113.003829,28.171153",住宿,长沙鑫双祥宾馆,左家塘街道赤岗小区一片A101,"113.006599,28.173910",18008452520,4.7,409
桂花公园,"113.003829,28.171153",住宿,安鹿栈酒店(五一广场桂花公园地铁站店),左家塘街道红花坡路30号,"113.003691,28.166461",0731-89912121;18900793316,4.6,522
桂花公园,"113.003829,28.171153",住宿,汉庭酒店(长沙阿弥岭地铁站店),城南东路191号(地铁3号线 阿弥岭站A出左拐300米),"113.004590,28.175940",0731-88231888,4.9,538
桂花公园,"113.003829,28.171153",住宿,睿士格调酒店(长沙桂花公园),桂花路322号(近桂花公园),"113.008063,28.169966",0731-85517520,2.2,436
桂花公园,"113.003829,28.171153",住宿,74751中间旗,恒达时代花园5栋1楼,"113.001487,28.168681",15873234240,[],358
桂花公园,"113.003829,28.171153",住宿,廷泊酒店(长沙火车站阿弥岭地铁站店),左家塘街道城南东路长房地铁银座1栋(3号线阿弥岭地铁站3a正出口),"113.007941,28.174909",0731-88102888;18163772236,4.9,581
桂花公园,"113.003829,28.171153",住宿,华宇大酒店(劳动中路店),劳动中路87号,"113.000573,28.166763",0731-82828688,4.5,583
桂花公园,"113.003829,28.171153",住宿,恒瑞大酒店(长沙赤岗冲地铁站店),曙光中路473号(赤岗冲公交新村站附近),"113.002607,28.166882",15116398687,3.5,490
桂花公园,"113.003829,28.171153",住宿,安其居酒店,城南东路117号(阿弥岭地铁站3A口步行160米),"113.006919,28.174928",0731-85861177,4.6,518
桂花公园,"113.003829,28.171153",住宿,火焰鼠电竞酒店(长沙火车站阿弥岭地铁站店),长房地铁银座1栋16层,"113.008061,28.174822",17788961771;17788971771,4.9,582
桂花公园,"113.003829,28.171153",住宿,朵兰达V PLUS酒店(长沙五一广场东塘地铁站店),左家塘街道韶山北路495号兴湘兴愿大厦2栋1层123、124、145、146、12-16层,"112.997073,28.170655",0731-88490666;19073160081,4.9,665
桂花公园,"113.003829,28.171153",住宿,鱼鱼子公寓(桂花路1号分店),桂花路格蓝·康都1栋格蓝康都,"113.008999,28.170605",19119292610,4.6,511
桂花公园,"113.003829,28.171153",住宿,长沙五一广场东塘地铁站亚朵酒店,砂子塘街道劳动中路94号,"112.998721,28.167086","0731-88865888;0731-88865888,0",4.7,675
桂花公园,"113.003829,28.171153",住宿,快乐惠酒店(长沙赤岗冲桂花公园地铁站店),曙光中路506号(桂花公园地铁站1号口步行460米),"113.002275,28.166195",0731-84519596;18142633877,4.5,572
桂花公园,"113.003829,28.171153",住宿,长沙众和名邸酒店(阿弥岭地铁站店),车站南路471号书香名邸3栋,"113.009519,28.172458",0731-85482588;0731-85482599;19119201388,4.6,576
桂花公园,"113.003829,28.171153",住宿,长沙105长沙曹美公寓,南东路城南郡-倚天阁,"113.005007,28.175500","+861056320612,15895801;021-26137886,15895801",5.0,497
桂花公园,"113.003829,28.171153",住宿,湖南电力宾馆,[],"112.999622,28.173957",0731-84905148;0731-84905157;0731-84905158,[],517
桂花公园,"113.003829,28.171153",住宿,长沙嘉盛宾馆,长城花园1栋,"113.004012,28.175798",0731-89919493,4.8,517
桂花公园,"113.003829,28.171153",住宿,红米公寓,红花坡路33号,"113.003339,28.166664",[],[],502
桂花公园,"113.003829,28.171153",住宿,一方电竞酒店(长沙火车站阿弥岭地铁站店),城南东路长房地铁银座1栋8楼,"113.007989,28.174994",18684717467,4.9,591
桂花公园,"113.003829,28.171153",住宿,左影右舍(公交新村店),482号(桂花公园地铁站1号口步行410米),"113.002608,28.166523",19174866677,3.4,529
桂花公园,"113.003829,28.171153",住宿,长沙红米公寓,左家塘街道红花坡路33号,"113.003372,28.166766",17378071289,[],490
桂花公园,"113.003829,28.171153",住宿,汉庭酒店长沙阿弥岭地铁站店大堂,城南东路191号汉庭酒店(长沙阿弥岭地铁站店),"113.004765,28.175845",0731-88231888,5.0,530
桂花公园,"113.003829,28.171153",住宿,RANZ兰兹酒店(长沙桂花公园地铁站店),劳动中路194号,"113.000699,28.165634",0731-85112779;18929369805,4.3,686
桂花公园,"113.003829,28.171153",住宿,格莱酒店(长沙桂花公园地铁站店),韶山北路431号瑞府322号,"112.998001,28.171760",19186646262,4.2,575
桂花公园,"113.003829,28.171153",住宿,鸿莱酒店(长沙阿弥岭地铁站店),城南东路252号,"113.002988,28.177271",0731-82818969;0731-85582313;15111061503,4.7,686
桂花公园,"113.003829,28.171153",购物,周记猪牛羊肉生鲜店,桂花公园西门旁(桂花公园地铁站3号口步行150米),"113.003075,28.171059",[],1.9,74
桂花公园,"113.003829,28.171153",购物,好鲜生生鲜店,桂花公园西门军培巷23号,"113.003038,28.171061",13787470299,4.1,78
桂花公园,"113.003829,28.171153",购物,赤新路生鲜市场,军培巷桂花公园北侧(桂花公园地铁站3号口步行240米),"113.003322,28.171713",13874880483,4.6,79
桂花公园,"113.003829,28.171153",购物,鲟鱼先森菜市场(东塘店),军培巷26号赤新生鲜集贸市场,"113.003299,28.171704",[],3.5,80
桂花公园,"113.003829,28.171153",购物,长沙市雨花区君子男食品店,军培巷与桂花路交叉口北140米,"113.003325,28.171725",[],[],80
桂花公园,"113.003829,28.171153",购物,正兵蔬菜(民航桂花路住宅区西区店),桂花公园西门旁(桂花公园地铁站3号口步行160米),"113.002999,28.171122",[],3.5,81
桂花公园,"113.003829,28.171153",购物,上林炒货店,赤新路生鲜市场西门旁,"113.003199,28.171662",15388035352,4.2,83
桂花公园,"113.003829,28.171153",购物,水果批发商店,桂花路35号民航108院小区,"113.002968,28.171125",[],3.5,84
桂花公园,"113.003829,28.171153",购物,运河蚕丝被老店,桂花路军培巷24号(桂花公园地铁站3号口步行220米),"113.003183,28.171726",18108448287;18975853557,4.1,89
桂花公园,"113.003829,28.171153",购物,纯棉内衣睡衣袜子老店,赤新路生鲜市场西门旁,"113.003150,28.171699",[],3.5,90
桂花公园,"113.003829,28.171153",购物,惠民鲜肉,军培巷20-1号(桂花公园地铁站3号口步行220米),"113.003150,28.171723",15073552818;18570520411,4.2,92
桂花公园,"113.003829,28.171153",购物,花好愿圆鲜花(桂花路店),桂花路116号(桂花公园地铁站2号口步行150米)开业花篮鲜花绿植盆栽婚车,"113.003642,28.170304",13407314643;13723882182,4.4,96
桂花公园,"113.003829,28.171153",购物,优品三元店,桂花路115号(桂花公园地铁站3号口步行230米),"113.004526,28.170539",[],3.6,96
桂花公园,"113.003829,28.171153",购物,解忧便利店,桂花路114号(桂花公园地铁站2号口步行150米),"113.003767,28.170284",15116439280,3.7,96
桂花公园,"113.003829,28.171153",购物,兰亭FLOWER(赤岗社区3片店),桂花路115号(桂花公园地铁站3号口步行400米),"113.004561,28.170540",0731-85584932;13787221899;13807315415;18670361899,3.8,99
桂花公园,"113.003829,28.171153",购物,嘉庆烟酒,桂花路与赤岗巷交叉口东100米,"113.004051,28.170276",[],3.9,100
桂花公园,"113.003829,28.171153",购物,晟弘烟酒茶商行,桂花路与赤岗巷交叉口东60米,"113.003820,28.170252",0731-85569296;15084745405,4.0,100
桂花公园,"113.003829,28.171153",购物,畅享生活乡村振兴品鉴馆,赤岗巷36号锻压小区,"113.003538,28.170270",[],1.9,102
桂花公园,"113.003829,28.171153",购物,猫来狗来宠物用品店,赤岗社区三片15栋106,"113.004802,28.170807",18670372415,3.9,102
桂花公园,"113.003829,28.171153",购物,桃花江擂茶(十年老店),赤岗新村三片016栋203号,"113.004649,28.170567",13272422331,4.0,103
桂花公园,"113.003829,28.171153",购物,裕米寄卖行汽车抵押黄金回收手机电脑(桂花路店),桂花路104号桂花公园南门斜对面,"113.003475,28.170273",16680805751;19873806459,4.4,103
桂花公园,"113.003829,28.171153",购物,c小姐的花店(桂花公园店),桂花路92号(桂花公园地铁站2号口步行120米),"113.003357,28.170308",15386434801;18569066434,4.4,104
桂花公园,"113.003829,28.171153",购物,洋河股份,桂花路与赤岗巷交叉口东100米,"113.004213,28.170262",[],3.4,106
桂花公园,"113.003829,28.171153",购物,泉盘自选商店(锻压小区店),桂花路88-90(桂花公园地铁站2号口步行110米),"113.003280,28.170299",[],3.6,109
桂花公园,"113.003829,28.171153",购物,洪源饮料批发,桂花路与赤岗巷交叉口东120米,"113.004406,28.170303",[],3.5,110
桂花公园,"113.003829,28.171153",购物,小满(赤岗社区店),左家塘街道桂花路187号赤岗社区3片,"113.004731,28.170536",15575999176,3.7,112
桂花公园,"113.003829,28.171153",购物,泰和源老北京布鞋(桂花公园店),桂花路129号(桂花公园地铁站3号口步行250米),"113.004762,28.170569",13787227181,4.0,112
桂花公园,"113.003829,28.171153",购物,长房天翼,曙光中路298-302号(滴水井公交站以南),"113.002845,28.170584",0731-85011117,3.7,115
桂花公园,"113.003829,28.171153",购物,江永老树蜜香柚,赤岗巷36号锻压小区,"113.003214,28.170260",[],3.4,116
桂花公园,"113.003829,28.171153",购物,劲牌产品体验馆(桂花路店),桂花路118号(桂花公园地铁站2号口步行190米),"113.004078,28.170077",[],3.8,122
桂花公园,"113.003829,28.171153",购物,南大单车行(锻压小区店),丁字湾街道桂花路72号,"113.002965,28.170353",[],3.9,122
桂花公园,"113.003829,28.171153",购物,立马电动车(桂花路店),桂花路66号(桂花公园地铁站2号口步行80米),"113.002957,28.170353",13467635518,4.2,123
桂花公园,"113.003829,28.171153",购物,雀友全自动麻将机(桂花路店),左家塘街道桂花路桂花公园旁135号,"113.004902,28.170540",15111221988,4.2,125
桂花公园,"113.003829,28.171153",购物,芙蓉兴盛便利超市(娇沂食品店),桂花西路76号(志钱日用品商行),"113.002975,28.170300",0731-82489478;18360858401,3.8,126
桂花公园,"113.003829,28.171153",购物,食之悠量贩食品连锁(桂花公园店),桂花路97号(桂花公园地铁站3号口步行390米),"113.004230,28.172296",[],4.4,133
桂花公园,"113.003829,28.171153",购物,胜盼食品商行,军培巷与桂花路交叉口东北220米,"113.004264,28.172292",13974976633,3.7,133
桂花公园,"113.003829,28.171153",购物,幺陆捌平价生鲜,锻压小区西门旁(桂花公园地铁站2号口步行130米),"113.002944,28.170219",17601409683;17601442822,3.5,135
桂花公园,"113.003829,28.171153",购物,小孔五金建材(桂花路),桂花路64号(桂花公园地铁站2号口步行60米),"113.002705,28.170371",0731-82339560;0731-85491192;13037318166,4.2,140
桂花公园,"113.003829,28.171153",购物,芙蓉兴盛便利超市(哲轩便利店),左家塘街道军培巷55号,"113.003028,28.172202",13207411355,3.6,140
桂花公园,"113.003829,28.171153",购物,放心粮油调料商行,军培巷与桂花路交叉口东北240米,"113.004516,28.172289",18973144711,4.1,143
桂花公园,"113.003829,28.171153",购物,胖哥便利店,桂花路丹桂雅苑(桂花公园地铁站3号口步行350米),"113.005288,28.170924",[],3.4,145
桂花公园,"113.003829,28.171153",购物,林隆超市(丹桂雅苑店),桂花路丹桂雅苑11号,"113.005286,28.170904",15059874596,4.3,145
桂花公园,"113.003829,28.171153",购物,冠羚羊行,桂花路与阿弥岭路交叉口西北200米,"113.005144,28.171777",[],3.4,146
桂花公园,"113.003829,28.171153",购物,康在百年线上超市,桂花路与阿弥岭路交叉口西北140米,"113.005308,28.170900",[],[],147
桂花公园,"113.003829,28.171153",购物,黄氏水族馆,长沙市教育建筑设计研究所西门旁,"113.002983,28.172310",13548600622;18569084801,3.8,153
桂花公园,"113.003829,28.171153",购物,亿绘驿站,桂花路与阿弥岭路交叉口西北120米,"113.005385,28.170940",[],3.0,154
桂花公园,"113.003829,28.171153",购物,果之颜水果店(丹桂雅苑店),桂花路171号丹桂雅苑,"113.005332,28.170605",[],3.8,159
桂花公园,"113.003829,28.171153",购物,四季鲜果,阿弥岭路63号,"113.004846,28.172337",17788982578,4.4,165
桂花公园,"113.003829,28.171153",购物,莎倩睡衣行(丹桂雅苑店),桂花路151-153,"113.005465,28.170562",[],3.4,173
桂花公园,"113.003829,28.171153",购物,小于生鲜黄兴镇本地菜,左家塘街道军培巷39号,"113.002838,28.172455",13548633558,3.9,174
桂花公园,"113.003829,28.171153",学校,雨花区左家塘街道办事处湘教赤岗幼儿园,左家塘赤岗小区二片附6栋,"113.005548,28.172895",0731-84911958;0731-85497061,0.0,257
桂花公园,"113.003829,28.171153",学校,金色卡通松生幼儿园,长房·天翼未来城东北门旁,"113.000306,28.172366",0731-85797100,[],371
桂花公园,"113.003829,28.171153",学校,湘教幼稚园,车站南路470号,"113.007715,28.172445",0731-82208211;0731-84418511,0.0,407
桂花公园,"113.003829,28.171153",学校,金太阳城南郡幼儿园,左家塘街道城南东路141号城南郡小区内,"113.004755,28.175001",[],0.0,437
桂花公园,"113.003829,28.171153",学校,长沙市雨花区阳光幼儿园,城南东路137号(阿弥岭地铁站3A口步行240米),"113.006112,28.175146",18166196841,[],497
桂花公园,"113.003829,28.171153",学校,赤岗冲小学,左家塘街道曙光中路496号,"113.001522,28.167025",0731-85451948;0731-85498909,[],512
桂花公园,"113.003829,28.171153",学校,森林海金童幼儿园,红花坡路71号正南方向108米,"113.004201,28.166263",0731-84259677,[],545
桂花公园,"113.003829,28.171153",学校,万婴曙光幼儿园,曙光大抵248号,"113.001342,28.175750",0731-84130215,[],566
桂花公园,"113.003829,28.171153",学校,长沙市雨花区万婴幼儿园(曙光中路),曙光大邸1栋2楼,"113.001339,28.175750",0731-84129247;0731-84130215,0.0,567
桂花公园,"113.003829,28.171153",学校,启蒙幼儿园,红花坡路84号,"113.005541,28.165320",0731-85489071,0.0,670
桂花公园,"113.003829,28.171153",学校,车站南路小学,阿弥岭一片14栋(阿弥岭地铁站3A口步行70米),"113.008676,28.175487",0731-85451714,[],677
桂花公园,"113.003829,28.171153",学校,红花坡小学,红花坡路141号,"113.008243,28.166363",0731-84713986,[],686
桂花公园,"113.003829,28.171153",学校,快乐老人大学(红花坡校区),万代公寓西门西北250米,"113.005740,28.165143",[],[],694
桂花公园,"113.003829,28.171153",学校,桂花树第二小学,城南东路42号(阿弥岭地铁站3A口步行90米),"113.008812,28.175985",0731-85451714,[],726
桂花公园,"113.003829,28.171153",学校,枫树山鸿铭第二小学,曹家坡社区曹家坡巷59号,"112.998050,28.176132",[],[],792
桂花公园,"113.003829,28.171153",学校,桂花树小学,阿弥岭二片28栋,"113.006988,28.177871",0731-85114495,[],809
桂花公园,"113.003829,28.171153",学校,梦之航幼儿园(百纺分园),左家塘街道韶山北路365号省百纺大院内,"112.997689,28.177156",0731-85260948,[],899
桂花公园,"113.003829,28.171153",学校,雅礼实验中学,曾家湾巷23号,"113.003072,28.179336",[],[],913
桂花公园,"113.003829,28.171153",学校,智慧桥幼儿园,茶园坡路76号新华园小区内,"113.007306,28.163509",0731-85143317;19898806066,0.0,916
桂花公园,"113.003829,28.171153",学校,长沙市中培职业培训学校,茶园坡路76号新华园小区内,"113.006867,28.163322",0731-85579057;13807313137,4.6,921
桂花公园,"113.003829,28.171153",学校,长郡雨花外国语学校(左家塘校区),曾家湾巷63号,"113.005602,28.179319",0731-84131475,[],925
桂花公园,"113.003829,28.171153",学校,湖南阳光技术学校,左家塘街道红花坡社区,"113.007342,28.163429",0731-85579057,4.3,926
桂花公园,"113.003829,28.171153",学校,长沙市稻田中学,砂子塘路111号,"112.999099,28.163518",0731-85535847,[],968
桂花公园,"113.003829,28.171153",文体中心,童话謓·团建聚会别墅轰趴馆,军培巷与桂花路交叉口东北120米,"113.003744,28.171544",17780613390,3.8,44
桂花公园,"113.003829,28.171153",文体中心,威廉古堡·派对策划·聚会团建·别墅轰趴馆(长沙桂花公园店),左家塘街道桂花路桂花公园内丹桂苑,"113.003584,28.171590",18175993762,4.7,54
桂花公园,"113.003829,28.171153",文体中心,爵仕聚会派对别墅轰趴馆(桂花公园店),桂花路桂花公园西门2号办公楼,"113.003144,28.171302",[],4.3,69
桂花公园,"113.003829,28.171153",文体中心,发财小屋棋牌室,桂花路赤岗社区三片十五栋105房,"113.004904,28.170617",15898665838,3.9,121
桂花公园,"113.003829,28.171153",文体中心,好运来棋牌室,桂花路与阿弥岭路交叉口西140米,"113.005282,28.170874",[],3.5,145
桂花公园,"113.003829,28.171153",文体中心,太空家园馆,桂花路与阿弥岭路交叉口西北140米,"113.005348,28.171005",[],3.0,149
桂花公园,"113.003829,28.171153",文体中心,长沙1S壹所台球俱乐部,桂花路与阿弥岭路交叉口西160米,"113.004875,28.170125",[],3.4,153
桂花公园,"113.003829,28.171153",文体中心,麻匠派·24H自助共享棋牌,桂花路169号(2楼),"113.005875,28.170599",18670755705,3.9,210
桂花公园,"113.003829,28.171153",文体中心,长沙市赤岗冲军干所,曙光中路393号(移民局旁边),"113.002802,28.168858",[],[],274
桂花公园,"113.003829,28.171153",文体中心,鲜啤30公里(双银花园店),左家塘街道阿弥岭路52号,"113.006628,28.171941",13627336629,4.1,288
桂花公园,"113.003829,28.171153",文体中心,进哥棋牌室,赤岗社区1片9栋6单元111房,"113.006167,28.172875",[],3.6,298
桂花公园,"113.003829,28.171153",文体中心,四个朋友·自助棋牌(华达家园店),官塘冲巷华达家园小区4栋2单元103,"113.006772,28.170117",[],3.9,310
桂花公园,"113.003829,28.171153",文体中心,四个朋友无人自助棋牌(桂花路店),桂花路282号,"113.006797,28.170098",17788937014,4.1,314
桂花公园,"113.003829,28.171153",文体中心,华迪台球,曙光中路与桂花西路交叉口西北80米,"113.000525,28.170975",[],4.2,324
桂花公园,"113.003829,28.171153",文体中心,金叶便利店(曙光中路店),金叶公寓东门旁(桂花公园地铁站4号口步行170米),"113.000991,28.172806",13170476130,3.7,333
桂花公园,"113.003829,28.171153",文体中心,捡钱棋牌社,左家塘街道长房天翼7栋110,"113.000502,28.172005",15874257445,4.0,339
桂花公园,"113.003829,28.171153",文体中心,花之林人文茶馆(天翼未来城店),曙光中路298号(桂花公园地铁站4号口旁),"113.000335,28.171418",19568881054,4.2,344
桂花公园,"113.003829,28.171153",文体中心,潭洲网咖,阿弥岭路天韵家园50号会友台球室旁边,"113.006613,28.173088",17352802908,4.7,347
桂花公园,"113.003829,28.171153",文体中心,四个朋友24h智慧共享棋牌茶空间(长房天翼未来城店),曙光中路298号长房天翼未来城8栋全季酒店18楼,"113.000283,28.171459",18142618778,4.0,349
桂花公园,"113.003829,28.171153",文体中心,会友台球,阿弥岭路天韵家园50号,"113.006664,28.173058",13574189277,4.0,349
桂花公园,"113.003829,28.171153",文体中心,74751游戏房,曙光中路368号恒达时代花园7栋东侧1层车库,"113.001794,28.168456",15873234240,4.6,360
桂花公园,"113.003829,28.171153",文体中心,云顶网咖(桂花路店),凯轩云顶1层,"113.007325,28.169933",18670467007,4.8,368
桂花公园,"113.003829,28.171153",文体中心,亚华恒温游泳,桂花公园地铁站1号口步行140米,"113.000092,28.170149",[],3.8,383
桂花公园,"113.003829,28.171153",文体中心,快乐镖局(桂花公园店),长房天翼未来城6栋114房,"113.000141,28.172385",[],3.6,387
桂花公园,"113.003829,28.171153",文体中心,可可精酿吧(长房·天翼未来城店),曙光中路长房天翼未来城1栋110,"113.000061,28.172370",18942530826,3.9,393
桂花公园,"113.003829,28.171153",文体中心,小铁24h自助台球(长沙阿弥岭店),天韵家园西门北70米(阿弥岭地铁站3A口步行330米),"113.006601,28.173842",15173600898;18726354381,3.8,404
桂花公园,"113.003829,28.171153",文体中心,四个朋友棋牌室(桂花公园地铁站店),曙光中路298号长房天翼未来城1栋105,"112.999895,28.172397",[],4.0,410
桂花公园,"113.003829,28.171153",文体中心,湖南省歌舞剧院艺术培训中心,曹家坡路与曙光中路交叉口西100米,"113.000560,28.174025",[],4.1,452
桂花公园,"113.003829,28.171153",文体中心,征途电竞.忆楚管理,6栋201号,"112.999205,28.170476",[],4.4,459
桂花公园,"113.003829,28.171153",文体中心,荷叶塘社区老年人活动中心,荷叶塘小区东2门旁,"113.003736,28.175296",[],[],461
桂花公园,"113.003829,28.171153",文体中心,三缺一棋牌社,阿弥岭路与城南东路交叉口南60米,"113.006437,28.174625",[],3.9,463
桂花公园,"113.003829,28.171153",文体中心,倾城瑜伽(曙光大邸店),曙光中路248号曙光大邸临街2楼,"113.001668,28.174885",13548654759,4.2,466
桂花公园,"113.003829,28.171153",文体中心,亮点台球俱乐部,桂花路368号,"113.008435,28.170008",17373139531,4.1,469
桂花公园,"113.003829,28.171153",文体中心,中国电信职工之家健身房,韶山北路77号,"112.999609,28.173251",19196080366,4.3,475
桂花公园,"113.003829,28.171153",文体中心,遍地开花棋牌·台球俱乐部,长房·天翼未来城西1门旁,"112.999037,28.170501",18107310759,4.1,475
桂花公园,"113.003829,28.171153",文体中心,赵姐麻将馆,曙光中路与红花坡路交叉口北160米,"113.002064,28.167116",[],3.5,481
桂花公园,"113.003829,28.171153",文体中心,月色演艺俱乐部,城南东路与桂花树街交叉口东南80米,"113.005379,28.175410",[],3.8,497
桂花公园,"113.003829,28.171153",文体中心,朝歌演艺俱乐部,城南东路141号,"113.005363,28.175463",[],[],502
桂花公园,"113.003829,28.171153",文体中心,电子竞技主题,桂花路辅路与石长铁路交叉口东南40米,"113.008806,28.169983",[],3.7,505
桂花公园,"113.003829,28.171153",文体中心,巅峰时刻电竞馆(峰联和店),红花坡路33号青苹果酒店2层,"113.003312,28.166635",15308449595,4.4,505
桂花公园,"113.003829,28.171153",文体中心,乐来龄老年养护院红花坡院,赤岗冲红花坡社区红花坡路60号,"113.005810,28.166786",0731-85501999,[],523
桂花公园,"113.003829,28.171153",文体中心,夜遇吉月酒馆,公交园小区东2门旁(桂花公园地铁站1号口步行410米),"113.002672,28.166536",[],3.1,526
桂花公园,"113.003829,28.171153",文体中心,西虹市·潮玩街区私影·手工DiY综合娱乐馆,曙光中路481号2楼,"113.002611,28.166505",19174866677,4.3,531
桂花公园,"113.003829,28.171153",文体中心,百瑞达健身·热炼铁馆,城南东路191号汉庭酒店三层,"113.004743,28.175872",17521143825,4.3,532
桂花公园,"113.003829,28.171153",文体中心,时年电影酒店私人影院,曙光中路与红花坡路交叉口北80米,"113.002644,28.166467",0731-85675898,4.0,534
桂花公园,"113.003829,28.171153",文体中心,嗨乐贝儿童乐园(车站南路店),温尔登超市南门旁,"113.009352,28.170912",[],4.1,542
桂花公园,"113.003829,28.171153",文体中心,乐运水纹仓游泳健身馆,赤岗冲红花坡路30号阀门厂内,"113.003279,28.166298",0731-82274888,4.5,543
桂花公园,"113.003829,28.171153",文体中心,XFX呆呆网咖(桂花路店),桂花路390号2层,"113.009234,28.169970",0731-82030097;15874901600,4.5,546
桂花公园,"113.003829,28.171153",文体中心,无二篮球街区,曙光中路与红花坡路交汇处原阀门厂内,"113.004714,28.166300",13278860454,4.5,547
桂花公园,"113.003829,28.171153",文体中心,控球部落青少儿篮球俱乐部,长标巷与红花坡路交叉口西160米,"113.004778,28.166273",[],3.7,551
桂花公园,"113.003829,28.171153",公交地铁,桂花公寓停车场(出入口),军培巷38号(桂花公园地铁站3号口步行270米),"113.003206,28.172016",[],[],113
桂花公园,"113.003829,28.171153",公交地铁,民航桂花村住宅区西区停车场,桂花路35号民航108院小区,"113.002666,28.170945",[],[],116
桂花公园,"113.003829,28.171153",公交地铁,民航桂花村住宅区停车场(出入口),桂花路35号(桂花公园地铁站3号口旁),"113.002720,28.170594",[],[],125
桂花公园,"113.003829,28.171153",公交地铁,垃圾车停车场,军培巷与桂花路交叉口东北220米,"113.004188,28.172288",[],[],131
桂花公园,"113.003829,28.171153",公交地铁,宜尚酒店长沙桂花公园地铁站店停车场,桂花路178号宜尚酒店(长沙桂花公园地铁站店),"113.004676,28.170083",[],[],145
桂花公园,"113.003829,28.171153",公交地铁,宜尚酒店长沙桂花公园地铁站店地下停车场,桂花路178号宜尚酒店(长沙桂花公园地铁站店),"113.004920,28.170030",[],[],164
桂花公园,"113.003829,28.171153",公交地铁,桂花公园地铁站(公交站),107路;138路;138路夜;143路;160路;360路;705路;707路;805路;905路;906路,"113.002349,28.170447",[],[],165
桂花公园,"113.003829,28.171153",公交地铁,桂花公园地铁站3号口,3号线,"113.002218,28.170653",[],[],167
桂花公园,"113.003829,28.171153",公交地铁,宜尚酒店长沙桂花公园地铁站店停车场(出入口),宜尚酒店长沙桂花公园地铁站店停车场,"113.004588,28.169747",[],[],173
桂花公园,"113.003829,28.171153",公交地铁,宜尚酒店长沙桂花公园地铁站店地下停车场(出入口),宜尚酒店长沙桂花公园地铁站店地下停车场,"113.004948,28.169923",[],[],175
桂花公园,"113.003829,28.171153",公交地铁,拉菲酒店停车场,桂花路34号拉菲大酒店(桂花公园地铁站2号口旁),"113.002256,28.170285",[],[],182
