公园名称,公园位置,POI类别,POI名称,POI地址,POI位置,POI电话,POI评分,POI距离
五一广场,"112.977340,28.196500",购物,伴糖互娱,粉巢商场2楼(五一广场地铁站6A口步行70米),"112.976002,28.196686",18175977982,4.0,132
五一广场,"112.977340,28.196500",购物,黄泥街夜市,南阳街与五一大道交叉口北40米,"112.978318,28.195600",[],4.2,138
五一广场,"112.977340,28.196500",购物,文龙烟酒店,黄兴中路与长治路交叉口西南60米,"112.975967,28.197109",13517316033,4.3,150
五一广场,"112.977340,28.196500",购物,蒂施靓眼镜·蔡司·依视路(五一广场店),通泰街街道五一大道868号新世界大厦1312号,"112.975820,28.196110",13339299052,4.8,155
五一广场,"112.977340,28.196500",购物,金栗门(黄兴中路店),通泰街街道黄兴中路89号(湘清里10),"112.975992,28.197246",15388900399,4.7,156
五一广场,"112.977340,28.196500",购物,庙街,黄兴中路与五一大道辅路交叉口西北40米,"112.975953,28.195796",17352898433,3.9,157
五一广场,"112.977340,28.196500",购物,浮生鲜花24小时全城配送,长康路9号门面(可走南阳街进),"112.978886,28.196968",15574088398,3.9,160
五一广场,"112.977340,28.196500",购物,泰榴宝榴莲专营店(五一广场店),定王台街道长康路15号,"112.978896,28.196949",15173201515,4.0,160
五一广场,"112.977340,28.196500",购物,恬果庄园,吉祥街与五一大道辅路交叉口东北80米,"112.975745,28.196103",13870380167,3.9,162
五一广场,"112.977340,28.196500",购物,Bingo的手工DIY银饰铺子,通泰街街道五一大道868号慕奕H酒店1311室,"112.975811,28.195864",15751257738,4.3,165
五一广场,"112.977340,28.196500",购物,云喜DIY银饰手工坊,通泰街街道五一大道868号,"112.975800,28.195875",13786966908;15084717763;15802589673,4.4,166
五一广场,"112.977340,28.196500",购物,庙街城(五一广场),吉祥街与五一大道辅路交叉口东北60米,"112.975775,28.195906",17771782587,4.1,167
五一广场,"112.977340,28.196500",购物,芙蓉兴盛便利超市(湖南省电化教育馆综合大楼店),文运街9号(五一广场地铁站6D口步行330米),"112.979050,28.196424",15116747803,3.9,167
五一广场,"112.977340,28.196500",购物,甜老虎辣椒酱特产店(庙街店),五一西路188号庙街美食广场A特09号,"112.975814,28.195721",18684808957;19973131985,4.7,173
五一广场,"112.977340,28.196500",学校,开福区教育局第一幼儿园,轩辕殿巷40号(五一广场地铁站8号口步行230米),"112.974772,28.196936",0731-84450438,[],256
五一广场,"112.977340,28.196500",学校,楚怡学校,文运街104号(五一广场地铁站6C口步行470米),"112.979688,28.197960",0731-84453992,[],281
五一广场,"112.977340,28.196500",学校,吉祥巷小学,吉祥巷34号(五一广场地铁站6A口步行400米),"112.975352,28.199102",0731-82224990,[],349
五一广场,"112.977340,28.196500",学校,长沙翻译学院,五一大道717五一新干线2107室,"112.973034,28.194924",[],[],457
五一广场,"112.977340,28.196500",学校,长沙市老干部大学-伏枥楼,藩后街52号长沙市老干部大学,"112.981561,28.193871",[],[],507
五一广场,"112.977340,28.196500",学校,长沙市老干部大学,藩后街52号(芙蓉广场地铁站1号口步行400米),"112.981760,28.193807",0731-84403517,[],527
五一广场,"112.977340,28.196500",学校,湖南一师二附小,蔡锷北路67号,"112.980732,28.200784",0731-82252714;0731-84866161,[],581
五一广场,"112.977340,28.196500",学校,小杜鹃艺术幼儿园,中山路188号,"112.976383,28.202212",[],0.0,642
五一广场,"112.977340,28.196500",学校,长沙市芙蓉区东茅街学校,东茅街84号(黄兴广场地铁站1号口步行360米),"112.979373,28.190624",0731-82226392,[],683
五一广场,"112.977340,28.196500",学校,长沙市田家炳实验中学,局关祠3号,"112.982616,28.201026",0731-82686268,[],722
五一广场,"112.977340,28.196500",学校,长沙市开福区社区学院,六堆子巷13号(培元桥地铁站2号口步行430米),"112.976811,28.203263",[],[],754
五一广场,"112.977340,28.196500",学校,长沙市实验中学初中部,局关祠巷长沙市田家炳实验中学,"112.982745,28.201418",[],[],762
五一广场,"112.977340,28.196500",学校,湘潭大学校外教学点函授站,建湘路393号世茂环球金融中心F42层,"112.984356,28.193204",[],[],780
五一广场,"112.977340,28.196500",学校,望麓园小学,蔡锷北路协和里1号(田家炳中学对面),"112.982802,28.201947",0731-82223431,[],809
五一广场,"112.977340,28.196500",学校,潮宗街小学,潮宗街梓园巷13号,"112.973098,28.202822",[],[],817
五一广场,"112.977340,28.196500",学校,营盘路小学,文星桥(培元桥地铁站2号口步行400米),"112.978012,28.203884",[],[],824
五一广场,"112.977340,28.196500",学校,长沙广播电视大学(浏正街校区),浏正街126号(芙蓉广场地铁站1号口步行410米),"112.984537,28.192524",0731-82563020,[],833
五一广场,"112.977340,28.196500",学校,长沙市开福区阳光第五幼稚园,通泰街街道潮宗街66号,"112.973704,28.203354",[],0.0,842
五一广场,"112.977340,28.196500",学校,浏正街小学,浏正街136号(芙蓉广场地铁站1号口步行430米),"112.984041,28.191439",0731-84446606,[],865
五一广场,"112.977340,28.196500",学校,湖南培源职业学校,司马里38号,"112.982699,28.202860",0731-85598893,3.9,881
五一广场,"112.977340,28.196500",文体中心,玫瑰恋人洗浴桑拿,黄兴中路,"112.977301,28.196499",16623168578,4.4,3
五一广场,"112.977340,28.196500",文体中心,vr+乐园(五一广场店),黄兴中路2751yolo城市奥莱负一层g1-27,"112.976875,28.196319",[],3.4,49
五一广场,"112.977340,28.196500",文体中心,壹号公馆,五一广场南阳街8号(五一广场地铁站6D口步行230米),"112.978455,28.196579",[],[],109
五一广场,"112.977340,28.196500",文体中心,Findway沉浸游戏,粉巢玩美空间2楼(五一广场地铁站6A口步行70米),"112.976066,28.196731",0731-85666069;18274856615,4.4,127
五一广场,"112.977340,28.196500",文体中心,蓝梦佳人.助教.私人影院,黄兴中路与长治路交叉口南100米,"112.976050,28.196665",15200828126,4.9,127
五一广场,"112.977340,28.196500",文体中心,可乐猫网咖(觅岸店),黄兴中路168号新大新大厦1楼,"112.977205,28.197643",18873377735,4.2,127
五一广场,"112.977340,28.196500",文体中心,星世纪动漫游戏台球(五一广场店),黄兴中路87号万代大酒店粉巢玩美空间一楼,"112.976037,28.196613",18229198223,4.8,128
五一广场,"112.977340,28.196500",文体中心,Vmax·大乐魔沉浸密室(五一广场店),黄兴中路87号粉巢商场F1层,"112.976052,28.196715",17279635612;19974996111,4.3,128
五一广场,"112.977340,28.196500",文体中心,UP嘻哈酒吧(粉巢店),万代大酒店粉巢24小时Mall3层,"112.976026,28.196503",0731-85819998,3.9,128
五一广场,"112.977340,28.196500",文体中心,镇魂村沉浸游戏(五一广场粉巢店),黄兴中路87号粉巢商场2楼(五一广场7号地铁口旁),"112.976018,28.196472",19118823200;19898815113,4.6,129
五一广场,"112.977340,28.196500",文体中心,赛洛克名侦探(粉巢店),黄兴中路与紫荆街交叉口南120米,"112.976041,28.196734",[],3.9,130
五一广场,"112.977340,28.196500",文体中心,双子星diy香氛实验室,粉巢商场三楼双子星diy香氛实验室,"112.976020,28.196651",[],3.5,130
五一广场,"112.977340,28.196500",文体中心,名侦探密室-剧本(五一广场店),黄兴中路粉巢二楼2017a2017b室,"112.976027,28.196759",15111366355,4.6,132
五一广场,"112.977340,28.196500",文体中心,粉巢,黄兴中路87号万代大酒店1-3层,"112.976011,28.196702",[],4.8,132
五一广场,"112.977340,28.196500",文体中心,歌迷好声音ktv(五一广场店),黄兴中路87号福达万代商业广场4层,"112.976056,28.196876",0731-85224001;0731-85224002,4.8,132
五一广场,"112.977340,28.196500",文体中心,电玩台球,黄兴中路与五一大道辅路交叉口北120米,"112.975985,28.196483",[],3.7,132
五一广场,"112.977340,28.196500",文体中心,1H沉浸密室(五一广场粉巢店),黄兴中路粉巢3楼(五一广场地铁7号口),"112.976002,28.196693",15574856688,4.1,133
五一广场,"112.977340,28.196500",文体中心,乐汀点播影院(五一广场地铁口粉巢商场店),黄兴中路87号粉巢扶梯2F(手感麦夫旁大门进),"112.975961,28.196292",19119283317,3.9,137
五一广场,"112.977340,28.196500",文体中心,碰碰发24H自助棋牌室(新大新大厦店),长治路新大新大厦B座8层803,"112.977527,28.197730",4006725288,4.1,138
五一广场,"112.977340,28.196500",文体中心,屋有岛密室(五一广场店),黄兴中路87号万代大厦6楼,"112.976034,28.196968",0731-85503885;19976959898,4.7,138
五一广场,"112.977340,28.196500",公交地铁,五一广场停车场,五一广场南阳街(五一广场地铁站6D口步行180米),"112.977793,28.196826",[],[],57
五一广场,"112.977340,28.196500",公交地铁,五一广场新大新3号停车场,五一广场南阳街(五一广场地铁站6D口步行350米),"112.978052,28.196470",[],[],69
五一广场,"112.977340,28.196500",公交地铁,五一广场停车场(3号入口),南阳街与长康路交叉口南40米,"112.978098,28.196531",[],[],74
五一广场,"112.977340,28.196500",公交地铁,五一广场地下停车场(出入口),五一广场南阳街五一广场停车场,"112.978098,28.196531",[],[],74
五一广场,"112.977340,28.196500",公交地铁,广园酒店停车场,南阳街与五一大道辅路交叉口西北80米,"112.977850,28.195865",[],[],86
五一广场,"112.977340,28.196500",公交地铁,中国银行保险监督管理委员会湖南监管局停车场,南阳街五一广场(五一广场地铁站6D口步行240米),"112.977875,28.195867",[],[],87
五一广场,"112.977340,28.196500",公交地铁,华联商住楼停车场,南阳街与长康路交叉口东南40米,"112.978373,28.196555",[],[],101
五一广场,"112.977340,28.196500",公交地铁,友阿城市奥莱地下停车场,长治路与南阳街交叉口西南40米,"112.977533,28.197409",[],[],102
五一广场,"112.977340,28.196500",公交地铁,壹号公馆停车场,五一广场南阳街8号壹号公馆,"112.978384,28.196395",[],[],103
五一广场,"112.977340,28.196500",公交地铁,壹号公馆停车场(出入口),壹号公馆停车场(五一广场地铁站6D口步行290米),"112.978380,28.196281",[],[],104
五一广场,"112.977340,28.196500",公交地铁,华联商住楼停车场(出入口),南阳街与长康路交叉口南80米,"112.978380,28.196281",[],[],104
五一广场,"112.977340,28.196500",公交地铁,停车场(出入口),五一广场地铁站6D口步行270米,"112.978380,28.196281",[],[],104
五一广场,"112.977340,28.196500",公交地铁,五一广场地下停车场(1号出入口),五一广场南阳街五一广场停车场,"112.977371,28.197447",[],[],105
五一广场,"112.977340,28.196500",公交地铁,友阿城市奥莱地下停车场(1号出入口),友阿城市奥莱地下停车场,"112.977372,28.197447",[],[],105
五一广场,"112.977340,28.196500",公交地铁,中国银行保险监督管理委员会湖南监管局停车场(出入口),五一广场地铁站6D口步行240米,"112.978088,28.195807",[],[],106
五一广场,"112.977340,28.196500",公交地铁,五一广场地铁站五一里9号口,1号线;2号线,"112.976955,28.197407",[],[],107
五一广场,"112.977340,28.196500",公交地铁,五一广场地下停车场(2号出入口),五一广场南阳街五一广场停车场,"112.977958,28.197341",[],[],111
五一广场,"112.977340,28.196500",公交地铁,五一广场地铁站6C口,1号线;2号线,"112.976591,28.195711",[],[],114
五一广场,"112.977340,28.196500",公交地铁,五一广场地铁站6D口,1号线;2号线,"112.976758,28.195593",[],[],115
五一广场,"112.977340,28.196500",公交地铁,五一广场地铁站6A口,1号线;2号线,"112.976253,28.196051",[],[],117
长沙红星社区公园,"113.004867,28.121151",餐饮,华亨阁茶楼,亚朵酒店长沙红星德思勤店东北门旁,"113.004831,28.120483",[],3.9,74
长沙红星社区公园,"113.004867,28.121151",餐饮,别有COFFEE,中意一路天心苑东门上坡150米左侧红房子2楼,"113.005895,28.122259",18688322186,4.1,159
长沙红星社区公园,"113.004867,28.121151",餐饮,九喜(井湾店),天心苑东门上坡150左手边红房子一楼,"113.005952,28.122309",15367852319,4.4,167
长沙红星社区公园,"113.004867,28.121151",餐饮,紫轩嘉宴(天心苑店),中意一路18号天心苑,"113.005282,28.122786",[],4.3,186
长沙红星社区公园,"113.004867,28.121151",餐饮,湘乡特色粉面馆(亚商大厦店),中意一路66号,"113.006563,28.120014",13873287115,4.1,209
长沙红星社区公园,"113.004867,28.121151",餐饮,文东阁茶楼(红星国际公馆店),新韶东路308号红星国际公馆二期(致和苑)2栋5楼530,"113.002921,28.121950",19896255582,4.3,210
长沙红星社区公园,"113.004867,28.121151",餐饮,老长沙粉面家常菜,中意一路66号亚商大厦,"113.006754,28.120222",[],4.0,212
长沙红星社区公园,"113.004867,28.121151",餐饮,金航茶馆(红星·国际公馆店),红星·国际公馆西南1门东130米,"113.002690,28.121586",18874881968,3.8,219
长沙红星社区公园,"113.004867,28.121151",餐饮,中国兰州牛肉拉面(亚商大厦店),中意一路66号亚商大厦F1层,"113.006849,28.120237",18609725081;19174835346,4.0,219
长沙红星社区公园,"113.004867,28.121151",餐饮,佳辰食府(亚商大厦店),中意一路66号亚商国际二楼,"113.007005,28.120352",0731-85834018;18684997735,4.1,227
长沙红星社区公园,"113.004867,28.121151",餐饮,东北酱骨饺子馆(亚商大厦店),中意一路66号亚商大厦F1层,"113.006813,28.119904",15045172485,4.2,236
长沙红星社区公园,"113.004867,28.121151",餐饮,潇湘八记(省府店),新韶东路佳骐蔚景温德姆酒店4楼,"113.002508,28.121597",19310083995,4.1,236
长沙红星社区公园,"113.004867,28.121151",餐饮,花牧轩(亚商大厦店),中意一路66号亚商大厦F3层,"113.007123,28.120306",0731-89795588,4.4,240
长沙红星社区公园,"113.004867,28.121151",餐饮,港式烧腊饭(亚商大厦店),中意一路66号亚商大厦F1层,"113.006844,28.119867",13580858426;18533748011,4.0,241
长沙红星社区公园,"113.004867,28.121151",餐饮,忆云逸斋餐厅,新韶东路308号温德姆酒店三层,"113.002478,28.121674",18817088888,4.7,241
长沙红星社区公园,"113.004867,28.121151",餐饮,艾小范·现炒盖码饭(亚商大厦店),中意一路66号亚商大厦,"113.006983,28.119927",13319505176,4.0,248
长沙红星社区公园,"113.004867,28.121151",餐饮,BenBen Cake烘焙教室(亚商大厦店),中意一路66号亚商大厦,"113.007109,28.120041",[],3.7,252
长沙红星社区公园,"113.004867,28.121151",餐饮,市井炒饭(亚商大厦店),亚商大厦A B栋116号,"113.007006,28.119890",17306543719;19973937028,3.5,252
长沙红星社区公园,"113.004867,28.121151",餐饮,老陕西手工面馆(亚商大厦店),中意一路66号亚商大厦,"113.007228,28.120153",0731-85506616;18175893155,4.1,257
长沙红星社区公园,"113.004867,28.121151",餐饮,云栖台(亚商大厦店),中意一路66号亚商大厦F2层,"113.007246,28.120167",[],4.2,257
长沙红星社区公园,"113.004867,28.121151",住宿,长沙红星德思勤亚朵酒店,井湾子街道新韶东路红星公园公寓大楼,"113.004720,28.120497",0731-88215555,4.7,74
长沙红星社区公园,"113.004867,28.121151",住宿,全佳酒店(长沙红星德思勤广场店),中意一路40号盛德碧瑞大厦2栋1楼,"113.006559,28.121945",17775768537,4.8,188
长沙红星社区公园,"113.004867,28.121151",住宿,如家酒店·neo(长沙红星德思勤店),中意一路21号,"113.006653,28.122104",0731-88232111,4.7,204
长沙红星社区公园,"113.004867,28.121151",住宿,长沙佳骐蔚景温德姆酒店,新韶东路308号,"113.002435,28.121602",0731-88708899,4.9,243
长沙红星社区公园,"113.004867,28.121151",住宿,西岸酒店(长沙红星德思勤店),中意一路66号亚商大厦1层,"113.006838,28.120377",0731-89868888,4.5,211
长沙红星社区公园,"113.004867,28.121151",住宿,希森酒店(长沙红星德思勤广场店),井湾子街道新韶东路308号红星国际公馆二期公寓22楼,"113.002827,28.121609",19911529332,4.8,206
长沙红星社区公园,"113.004867,28.121151",住宿,水晶之恋小区住宅,中意一路66号井湾子南亚商大厦1栋西岸酒店大堂14楼1426室,"113.006780,28.120343","0731-89858913;13308432823;+861056320612,11535",5.0,208
长沙红星社区公园,"113.004867,28.121151",住宿,亚泰酒店(长沙德思勤广场女子学院店),中意一路66号亚商大厦A栋4-5层,"113.007094,28.120335",0731-89868888;13974836258,4.4,236
长沙红星社区公园,"113.004867,28.121151",住宿,长沙水木时光酒店式公寓,中意一路66号女子大学旁亚商国际1栋1925室,"113.006919,28.120207","18975138015;+861056320612,27148",4.4,227
长沙红星社区公园,"113.004867,28.121151",住宿,全家园大酒店(长沙中意一路店),中意一路69号,"113.007807,28.121786",0731-85580333;0731-85593058;18975862503,4.6,297
长沙红星社区公园,"113.004867,28.121151",住宿,长沙中建万怡酒店,正塘坡路69号,"113.007387,28.119161",0731-85989888,4.7,332
长沙红星社区公园,"113.004867,28.121151",住宿,长沙金子酒店公寓,中意一路井湾子南亚商大厦1栋1220房,"113.006770,28.120394","0731-89802779;15874980235;+861056320612,29630",4.2,204
长沙红星社区公园,"113.004867,28.121151",住宿,舒客电竞公寓,新韶东路红星国际公寓11楼,"113.003003,28.121677",0731-82244699,4.8,192
长沙红星社区公园,"113.004867,28.121151",住宿,长沙水晶之恋酒店公寓,中意一路66号井湾子南亚商大厦1栋1426室,"113.006824,28.120366",0731-89858913,4.5,211
长沙红星社区公园,"113.004867,28.121151",住宿,小猪用户民宿(德思勤城市广场商圈6号店),中意一路66号亚商国际1225室,"113.006849,28.120435",15874980235,2.0,210
长沙红星社区公园,"113.004867,28.121151",住宿,小猪用户民宿(德思勤城市广场商圈18号店),中意一路66号亚商国际1225室,"113.006849,28.120435",15874980235,2.0,210
长沙红星社区公园,"113.004867,28.121151",住宿,长沙水晶之恋民宿(德思勤城市广场商圈5号店),亚商国际-1栋1313,"113.006768,28.120362","13308432823;4006888215,147739",5.0,206
长沙红星社区公园,"113.004867,28.121151",住宿,长沙双子座公寓酒店,中意一路66号亚商大厦1栋1323室,"113.007098,28.120322","0731-82287238;18008456238;+861056320612,21549",3.8,237
长沙红星社区公园,"113.004867,28.121151",住宿,长沙怡家公寓(德思勤中建广场店),中意一路66号亚商大厦1栋1725室,"113.007190,28.120124",0731-83845538;0731-85099318;18075123536,4.2,255
长沙红星社区公园,"113.004867,28.121151",住宿,如家快捷酒店(长沙韶山南路女子大学店),中意一路28号,"113.006679,28.122080",0731-88232111,[],205
长沙红星社区公园,"113.004867,28.121151",购物,哥弟真的好,新韶东路红星公园内东北角红楼1楼,"113.005562,28.122174",[],3.7,132
长沙红星社区公园,"113.004867,28.121151",购物,国安商店,山东路亚商大厦旁化肥工厂宿舍1栋7楼,"113.006015,28.120350",[],4.4,143
长沙红星社区公园,"113.004867,28.121151",购物,今世缘国缘长沙旗舰店,中意一路22号,"113.006688,28.121900",[],3.8,197
长沙红星社区公园,"113.004867,28.121151",购物,乐尔乐特价批发超市(亚商大厦店),中意一路66号亚商国际商铺霸碗盖码饭,"113.006529,28.120063",[],3.6,203
长沙红星社区公园,"113.004867,28.121151",购物,活色生香成人用品店,中意一路66号亚商大厦A栋2楼,"113.006579,28.120119",13077305004,[],203
长沙红星社区公园,"113.004867,28.121151",购物,众联超市(亚商大厦店),中意一路66号亚商大厦F1层,"113.006524,28.120031",18774137187,4.0,204
长沙红星社区公园,"113.004867,28.121151",购物,逸锦轩茶文化馆(湘窖体验馆),红星国际公馆营销中心5楼505室,"113.002911,28.121810",[],[],205
长沙红星社区公园,"113.004867,28.121151",购物,红星国际公寓营销中心,红星国际公寓一楼,"113.002911,28.121810",0731-89718000,4.7,205
长沙红星社区公园,"113.004867,28.121151",购物,汇米巴陈凤娇便利店,新韶东路红星国际公寓1栋1单元1楼108汇米吧便利店,"113.002926,28.121847",15073185241,4.2,205
长沙红星社区公园,"113.004867,28.121151",购物,雅韵茗香(亚商大厦店),中意一路66号亚商大厦,"113.006699,28.120161",13077220388,4.0,210
长沙红星社区公园,"113.004867,28.121151",购物,优莱客特价生活超市井湾子折扣店(亚商大厦店),中意一路66号亚商大厦F1层,"113.006517,28.119911",13888893761,3.7,212
长沙红星社区公园,"113.004867,28.121151",购物,婷婷花艺,长沙市公安局交通警察支队车辆管理所城南综合分所东北门旁,"113.007014,28.121544",[],2.2,215
长沙红星社区公园,"113.004867,28.121151",购物,慕花亭花艺,中意一路52号,"113.007021,28.121545",18874836265,3.7,215
长沙红星社区公园,"113.004867,28.121151",购物,建材批发,中意一路,"113.007006,28.121628",15574936570,4.3,216
长沙红星社区公园,"113.004867,28.121151",购物,芙蓉兴盛便利超市(亚山店),中意一路46号,"113.007014,28.121640",18107345085,3.8,217
长沙红星社区公园,"113.004867,28.121151",购物,先发科技(红星·国际公馆店),新绍东路308号红星国际公寓营销中心6楼,"113.002672,28.121576",[],3.7,220
长沙红星社区公园,"113.004867,28.121151",购物,果缤纷(亚商大厦店),中意一路66号亚商大厦F1层,"113.007024,28.120443",15874183581;18874708383,4.3,225
长沙红星社区公园,"113.004867,28.121151",购物,尊品烟酒行(亚商大厦店),中意一路66号亚商国际1栋,"113.006974,28.120275",15179243869,3.7,228
长沙红星社区公园,"113.004867,28.121151",购物,珊珊便利(亚商大厦店),中意一路66号A栋112号,"113.007069,28.120465",0731-84168033;4000885133,4.5,229
长沙红星社区公园,"113.004867,28.121151",购物,鲜汇果仓(亚商大厦店),中意一路66号亚商大厦F1层,"113.007123,28.120303",15007314995,4.2,240
长沙红星社区公园,"113.004867,28.121151",学校,长沙行政学院文体中心,正塘坡路长沙行政学院,"113.003004,28.119332",[],[],272
长沙红星社区公园,"113.004867,28.121151",学校,长沙市社会主义学院(正塘坡路),正塘坡路56号长沙行政学院附近,"113.002056,28.119845",[],[],311
长沙红星社区公园,"113.004867,28.121151",学校,长沙行政学院,青园街道万芙北路89号,"113.001873,28.119846",[],[],327
长沙红星社区公园,"113.004867,28.121151",学校,长沙行政学院-政法学院,正塘坡路与万芙北路交叉口东北140米,"113.002516,28.118672",[],[],359
长沙红星社区公园,"113.004867,28.121151",学校,爱弥尔幼儿园,新韶东路红星国际公馆1号栋,"113.001178,28.121845",13378018628,[],370
长沙红星社区公园,"113.004867,28.121151",学校,长沙行政学院-中共长沙市委党校,青园街道万芙北路89号长沙行政学院,"113.002456,28.118444",0731-82771810,[],383
长沙红星社区公园,"113.004867,28.121151",学校,华铭第三实验幼稚园,友谊路1号,"113.005077,28.124909",0731-85585079,0.0,418
长沙红星社区公园,"113.004867,28.121151",学校,长沙市雨花区欢乐童年幼儿园,中意一路67号,"113.008974,28.122174",0731-85455809,[],418
长沙红星社区公园,"113.004867,28.121151",学校,昕雨幼儿园,青园街道韶山路168号星语林名园,"113.001816,28.124146",[],[],448
长沙红星社区公园,"113.004867,28.121151",学校,长沙市天心区梦迪堡幼儿园,友谊路159号山水洲城小区内,"113.001088,28.123581",19118846188,[],459
长沙红星社区公园,"113.004867,28.121151",学校,中建信和城幼儿园,正塘坡路中建信和城,"113.005484,28.116684",18173166056,[],500
长沙红星社区公园,"113.004867,28.121151",学校,花儿朵朵幼儿园,井湾子街道井湾子轻工业设计院大门右边,"113.010070,28.121542",[],[],512
长沙红星社区公园,"113.004867,28.121151",学校,青园幼儿园,青园小区C3栋,"113.001703,28.117287",0731-88663078,0.0,530
长沙红星社区公园,"113.004867,28.121151",学校,泰禹第四小学,井湾路25号,"113.007163,28.125493",0731-85581699,[],533
长沙红星社区公园,"113.004867,28.121151",学校,青园小学,万芙北路189号,"113.002069,28.116133",0731-85894211,[],622
长沙红星社区公园,"113.004867,28.121151",学校,长沙市天心区白沙电力科技幼儿园,正塘坡路78号,"112.999389,28.117968",[],[],644
长沙红星社区公园,"113.004867,28.121151",学校,湖南女子学院,中意一路160号,"113.008151,28.115714",0731-82825012,[],685
长沙红星社区公园,"113.004867,28.121151",学校,红星小学,井湾路164号,"113.010279,28.125144",0731-85581771,[],692
长沙红星社区公园,"113.004867,28.121151",学校,HAPPY C·E·A国际幼儿园,新韶东路356号富兴嘉城小区内,"112.997861,28.123063",0731-82912955;0731-88731188;18007312133,0.0,720
长沙红星社区公园,"113.004867,28.121151",学校,湖南女子学院双创基地,中意一路160号湖南女子学院,"113.005271,28.114582",[],3.8,732
长沙红星社区公园,"113.004867,28.121151",文体中心,红星公馆娱乐室,新韶东路与万芙北路交叉口东260米,"113.002726,28.121452",[],3.0,212
长沙红星社区公园,"113.004867,28.121151",文体中心,小铁24h自助台球(亚商大厦店),中意一路66号亚商国际大厦A栋2楼203室,"113.006537,28.119847",18697756098,4.0,218
长沙红星社区公园,"113.004867,28.121151",文体中心,准者联盟(七号馆),正塘坡路与万芙北路交叉口东340米,"113.004504,28.118967",[],3.1,245
长沙红星社区公园,"113.004867,28.121151",文体中心,四个朋友智慧共享棋牌.茶空间(亚商国际店),亚商大厦3栋1841,"113.007265,28.119857",[],4.0,276
长沙红星社区公园,"113.004867,28.121151",文体中心,嗨嗨提-普拉提(德思琴店),正塘坡路与中意一路交叉口西140米中建广场A座,"113.006588,28.119052",15580901541,3.4,288
长沙红星社区公园,"113.004867,28.121151",文体中心,汇赢茶楼,红星·国际公馆西南1门东50米,"113.001925,28.121675",[],3.9,294
长沙红星社区公园,"113.004867,28.121151",文体中心,将牌棋艺,韶山路林之源商务酒店(长沙井湾子店),"113.007582,28.122313",[],3.6,296
长沙红星社区公园,"113.004867,28.121151",文体中心,粤公馆,中意一路与井湾路交叉口东南200米,"113.007424,28.122659",[],4.3,302
长沙红星社区公园,"113.004867,28.121151",文体中心,WEGYMER健萌私教健身馆(中建广场馆),正塘坡路69号(中建万怡大酒店旁商业群楼2层),"113.006838,28.119015",18175172725,4.8,306
长沙红星社区公园,"113.004867,28.121151",文体中心,CT健身工作室,中意一路与井湾路交叉口东南160米,"113.007255,28.123051",[],4.2,315
长沙红星社区公园,"113.004867,28.121151",文体中心,CT fitness谷仓健身馆(24h),中意一路19号井湾子南,"113.007255,28.123051",13317498931,4.3,315
长沙红星社区公园,"113.004867,28.121151",文体中心,玩家电竞,中意一路与正塘坡路交叉口西60米,"113.007321,28.119248",[],3.7,320
长沙红星社区公园,"113.004867,28.121151",文体中心,K普拉提私人工作室,红星国际公馆2栋一楼101室,"113.001600,28.121754",13707311014,3.8,327
长沙红星社区公园,"113.004867,28.121151",文体中心,金号棋牌室(中建·信和城店),中建·信和城西北门东230米,"113.005393,28.118215",19118828576,3.7,330
长沙红星社区公园,"113.004867,28.121151",文体中心,即刻塑形·兰兰女子运动普拉提,井湾子街道正塘坡路69号中建信和城3栋-104,"113.004758,28.118120",[],3.7,337
长沙红星社区公园,"113.004867,28.121151",文体中心,中建万怡酒店大堂酒廊,正塘坡路与中意一路交叉口西60米,"113.007369,28.118929",0731-85922928,4.3,348
长沙红星社区公园,"113.004867,28.121151",文体中心,山风精酿酒馆(中建·信和城店),正塘坡路中建信和城4栋107,"113.004239,28.118054",13975141947,4.2,350
长沙红星社区公园,"113.004867,28.121151",文体中心,养普堂(中建店),正塘坡路中建信和城苹果公寓旁104门面,"113.006362,28.118282",[],4.3,351
长沙红星社区公园,"113.004867,28.121151",文体中心,DD台球俱乐部,中意一路103号天剑百货2楼,"113.008441,28.120769",[],4.4,353
长沙红星社区公园,"113.004867,28.121151",文体中心,威客多网咖(柏林店),中意一路67号快乐惠超市2楼,"113.008195,28.122394",18974996160,4.0,354
长沙红星社区公园,"113.004867,28.121151",公交地铁,红星社区公园(公交站),226路,"113.004442,28.120875",[],[],51
长沙红星社区公园,"113.004867,28.121151",公交地铁,长沙红星亚朵酒店地下停车场(出入口),新韶东路与中意一路交叉口西240米,"113.005095,28.120583",[],[],67
长沙红星社区公园,"113.004867,28.121151",公交地铁,长沙红星亚朵酒店地下停车场,新韶东路与中意一路交叉口西240米,"113.005095,28.120583",[],[],67
长沙红星社区公园,"113.004867,28.121151",公交地铁,盛德碧瑞庭小区停车场(出入口),中意一路42号附近,"113.006266,28.121732",[],[],151
长沙红星社区公园,"113.004867,28.121151",公交地铁,天心苑停车场(出入口),天心苑停车场,"113.005323,28.122461",[],[],152
长沙红星社区公园,"113.004867,28.121151",公交地铁,盛德碧瑞庭停车场,韶山路盛德碧瑞庭,"113.006491,28.121568",[],[],166
长沙红星社区公园,"113.004867,28.121151",公交地铁,长沙市公安局交通警察支队车辆管理所城南综合分所停车场,新韶东路8号长沙市公安局交通警察支队车辆管理所城南综合分所,"113.006591,28.121094",[],[],169
